colony;indiv;type;oocyte_length;thorax;treatment;n_start;n_end;eggs
3T;1;3;1.27;5.23;C25;26;122;79
3T;2;0;0.00;5.84;C25;26;122;79
3T;3;3;2.86;4.92;C25;26;122;79
3T;4;1;0.36;5.23;C25;26;122;79
3T;5;2;0.60;5.69;C25;26;122;79
3T;6;0;0.00;5.38;C25;26;122;79
3T;7;0;0.00;4.61;C25;26;122;79
3T;8;0;0.00;4.61;C25;26;122;79
3T;9;3;1.95;5.23;C25;26;122;79
3T;10;0;0.00;6.00;C25;26;122;79
3T;11;0;0.00;5.23;C25;26;122;79
3T;12;0;0.00;5.07;C25;26;122;79
3T;13;4;2.80;4.92;C25;26;122;79
3T;14;3;0.60;5.84;C25;26;122;79
3T;15;5;3.13;5.38;C25;26;122;79
3T;16;5;2.46;5.07;C25;26;122;79
3T;17;5;3.13;4.61;C25;26;122;79
3T;18;4;2.97;6.15;C25;26;122;79
3T;19;0;0.00;3.84;C25;26;122;79
3T;20;5;2.31;5.38;C25;26;122;79
3T;21;0;0.00;5.23;C25;26;122;79
3T;22;0;0.00;4.31;C25;26;122;79
3T;23;0;0.00;5.38;C25;26;122;79
3T;24;0;0.00;5.54;C25;26;122;79
3T;25;0;0.00;5.38;C25;26;122;79
3T;26;0;0.00;3.54;C25;26;122;79
3T;27;4;2.73;5.07;C25;26;122;79
3T;28;0;0.00;4.31;C25;26;122;79
3T;29;4;1.96;4.92;C25;26;122;79
3T;30;1;0.35;5.38;C25;26;122;79
3T;31;1;0.42;5.38;C25;26;122;79
3T;32;0;0.00;5.38;C25;26;122;79
3T;33;0;0.00;4.00;C25;26;122;79
3T;34;2;0.45;4.77;C25;26;122;79
3T;35;3;0.79;5.54;C25;26;122;79
3T;36;0;0.00;4.46;C25;26;122;79
3T;37;1;0.35;5.38;C25;26;122;79
3T;38;0;0.00;4.92;C25;26;122;79
3T;39;2;0.48;5.07;C25;26;122;79
3T;40;3;2.94;4.46;C25;26;122;79
3T;41;0;0.00;5.38;C25;26;122;79
3T;42;1;0.27;5.38;C25;26;122;79
3T;43;0;0.00;4.77;C25;26;122;79
3T;44;5;2.72;5.54;C25;26;122;79
3T;45;3;1.18;4.61;C25;26;122;79
3T;46;0;0.00;5.54;C25;26;122;79
3T;47;0;0.00;4.92;C25;26;122;79
3T;48;2;0.52;5.23;C25;26;122;79
3T;49;0;0.00;4.77;C25;26;122;79
3T;50;0;0.00;4.77;C25;26;122;79
3T;51;1;0.32;5.23;C25;26;122;79
3T;52;4;2.77;5.38;C25;26;122;79
3T;53;0;0.00;5.54;C25;26;122;79
3T;54;5;3.17;5.23;C25;26;122;79
3T;55;1;0.29;5.38;C25;26;122;79
3T;56;4;2.93;4.77;C25;26;122;79
3T;57;0;0.00;4.92;C25;26;122;79
3T;58;2;0.26;4.92;C25;26;122;79
3T;59;0;0.00;4.61;C25;26;122;79
3T;60;0;0.00;4.92;C25;26;122;79
3T;61;4;2.68;4.46;C25;26;122;79
3T;62;1;0.27;5.23;C25;26;122;79
3T;63;3;1.19;4.77;C25;26;122;79
3T;64;0;0.00;4.15;C25;26;122;79
3T;65;0;0.00;4.92;C25;26;122;79
3T;66;0;0.00;5.54;C25;26;122;79
3T;67;1;0.31;5.84;C25;26;122;79
3T;68;5;2.88;4.77;C25;26;122;79
3T;69;0;0.00;5.69;C25;26;122;79
3T;70;5;2.88;4.61;C25;26;122;79
3T;71;5;1.87;5.38;C25;26;122;79
3T;72;0;0.00;4.92;C25;26;122;79
3T;73;4;3.19;5.07;C25;26;122;79
3T;74;1;0.29;4.31;C25;26;122;79
3T;75;0;0.00;4.46;C25;26;122;79
3T;76;4;2.84;6.00;C25;26;122;79
3T;77;4;2.88;4.46;C25;26;122;79
3T;78;1;0.37;5.07;C25;26;122;79
3T;79;5;3.15;5.54;C25;26;122;79
3T;80;0;0.00;4.61;C25;26;122;79
3T;81;0;0.00;4.77;C25;26;122;79
3T;82;5;3.06;4.61;C25;26;122;79
3T;83;0;0.00;5.69;C25;26;122;79
3T;84;3;2.47;4.15;C25;26;122;79
3T;85;3;2.35;4.92;C25;26;122;79
3T;86;5;2.85;4.46;C25;26;122;79
3T;87;0;0.00;5.54;C25;26;122;79
3T;88;1;0.29;5.38;C25;26;122;79
3T;89;0;0.00;5.54;C25;26;122;79
3T;90;0;0.00;4.46;C25;26;122;79
3T;91;1;0.38;5.54;C25;26;122;79
3T;92;0;0.00;4.00;C25;26;122;79
3T;93;3;2.10;4.77;C25;26;122;79
3T;94;0;0.00;3.54;C25;26;122;79
3T;95;0;0.00;4.15;C25;26;122;79
3T;96;2;0.57;5.23;C25;26;122;79
3T;97;5;2.63;4.31;C25;26;122;79
3T;98;2;0.55;4.61;C25;26;122;79
3T;99;0;0.00;5.23;C25;26;122;79
3T;100;0;0.00;5.07;C25;26;122;79
3T;101;0;0.00;4.61;C25;26;122;79
3T;102;0;0.00;4.92;C25;26;122;79
3T;103;5;2.42;3.69;C25;26;122;79
3T;104;3;1.70;5.38;C25;26;122;79
3T;105;0;0.00;4.46;C25;26;122;79
3T;106;4;2.38;5.38;C25;26;122;79
3T;107;0;0.00;4.00;C25;26;122;79
3T;108;0;0.00;4.77;C25;26;122;79
3T;109;5;2.68;4.92;C25;26;122;79
3T;110;0;0.00;5.38;C25;26;122;79
3T;111;0;0.00;5.23;C25;26;122;79
3T;112;0;0.00;4.00;C25;26;122;79
3T;113;0;0.00;4.77;C25;26;122;79
3T;114;0;0.00;5.23;C25;26;122;79
3T;115;0;0.00;4.92;C25;26;122;79
3T;116;5;3.08;5.54;C25;26;122;79
3T;117;5;2.83;4.46;C25;26;122;79
3T;118;0;0.00;3.23;C25;26;122;79
4T;1;0;0.00;4.61;C25;26;122;59
4T;2;5;2.05;5.54;C25;26;122;59
4T;3;0;0.00;6.15;C25;26;122;59
4T;4;0;0.00;5.38;C25;26;122;59
4T;5;0;0.00;4.46;C25;26;122;59
4T;6;0;0.00;4.61;C25;26;122;59
4T;7;5;2.95;5.07;C25;26;122;59
4T;8;5;0.78;5.38;C25;26;122;59
4T;9;1;0.27;3.84;C25;26;122;59
4T;10;4;2.54;5.38;C25;26;122;59
4T;11;0;0.00;4.61;C25;26;122;59
4T;12;0;0.00;3.84;C25;26;122;59
4T;13;2;0.31;6.15;C25;26;122;59
4T;14;5;1.41;4.00;C25;26;122;59
4T;15;0;0.00;5.23;C25;26;122;59
4T;16;5;2.23;4.77;C25;26;122;59
4T;17;0;0.00;3.08;C25;26;122;59
4T;18;0;0.00;6.00;C25;26;122;59
4T;19;0;0.00;4.15;C25;26;122;59
4T;20;5;2.09;4.92;C25;26;122;59
4T;21;1;0.35;5.69;C25;26;122;59
4T;22;2;0.32;4.61;C25;26;122;59
4T;23;0;0.00;4.61;C25;26;122;59
4T;24;0;0.00;4.00;C25;26;122;59
4T;25;0;0.00;4.15;C25;26;122;59
4T;26;0;0.00;5.38;C25;26;122;59
4T;27;0;0.00;5.69;C25;26;122;59
4T;28;5;1.71;5.23;C25;26;122;59
4T;29;0;0.00;4.15;C25;26;122;59
4T;30;0;0.00;5.38;C25;26;122;59
4T;31;0;0.00;5.38;C25;26;122;59
4T;32;0;0.00;3.38;C25;26;122;59
4T;33;0;0.00;4.46;C25;26;122;59
4T;34;5;2.40;5.54;C25;26;122;59
4T;35;0;0.00;6.46;C25;26;122;59
4T;36;0;0.00;4.46;C25;26;122;59
4T;37;1;0.35;5.84;C25;26;122;59
4T;38;0;0.00;5.38;C25;26;122;59
4T;39;0;0.00;5.54;C25;26;122;59
4T;40;0;0.00;4.77;C25;26;122;59
4T;41;5;2.51;4.46;C25;26;122;59
4T;42;0;0.00;5.54;C25;26;122;59
4T;43;0;0.00;5.07;C25;26;122;59
4T;44;5;2.86;5.23;C25;26;122;59
4T;45;5;2.13;4.92;C25;26;122;59
4T;46;1;0.21;5.38;C25;26;122;59
4T;47;4;2.89;5.69;C25;26;122;59
4T;48;2;0.55;5.84;C25;26;122;59
4T;49;3;2.48;4.92;C25;26;122;59
4T;50;2;0.55;6.30;C25;26;122;59
4T;51;0;0.00;6.15;C25;26;122;59
4T;52;5;2.43;5.07;C25;26;122;59
4T;53;3;1.41;5.54;C25;26;122;59
4T;54;0;0.00;4.00;C25;26;122;59
4T;55;5;2.38;5.54;C25;26;122;59
4T;56;0;0.00;5.84;C25;26;122;59
4T;57;0;0.00;5.38;C25;26;122;59
4T;58;0;0.00;5.38;C25;26;122;59
4T;59;4;3.05;5.54;C25;26;122;59
4T;60;0;0.00;6.92;C25;26;122;59
4T;61;0;0.00;5.54;C25;26;122;59
4T;62;0;0.00;5.84;C25;26;122;59
4T;63;0;0.00;5.54;C25;26;122;59
4T;64;0;0.00;6.30;C25;26;122;59
4T;65;0;0.00;5.54;C25;26;122;59
4T;66;5;2.26;4.77;C25;26;122;59
4T;67;0;0.00;5.69;C25;26;122;59
4T;68;0;0.00;4.00;C25;26;122;59
4T;69;0;0.00;5.38;C25;26;122;59
4T;70;5;2.43;5.23;C25;26;122;59
4T;71;0;0.00;5.69;C25;26;122;59
4T;72;0;0.00;3.54;C25;26;122;59
4T;73;5;1.01;4.77;C25;26;122;59
4T;74;5;2.10;5.54;C25;26;122;59
4T;75;5;3.18;6.61;C25;26;122;59
4T;76;5;2.61;5.38;C25;26;122;59
4T;77;0;0.00;5.07;C25;26;122;59
4T;78;0;0.00;6.15;C25;26;122;59
4T;79;0;0.00;6.00;C25;26;122;59
4T;80;0;0.00;5.38;C25;26;122;59
4T;81;5;2.33;5.23;C25;26;122;59
4T;82;0;0.00;5.84;C25;26;122;59
4T;83;0;0.00;5.23;C25;26;122;59
4T;84;0;0.00;6.77;C25;26;122;59
4T;85;5;2.80;5.69;C25;26;122;59
4T;86;0;0.00;5.23;C25;26;122;59
4T;87;4;3.08;5.54;C25;26;122;59
4T;88;0;0.00;5.84;C25;26;122;59
4T;89;0;0.00;4.77;C25;26;122;59
4T;90;0;0.00;6.30;C25;26;122;59
4T;91;5;3.09;5.38;C25;26;122;59
4T;92;0;0.00;5.23;C25;26;122;59
4T;93;0;0.00;5.69;C25;26;122;59
4T;94;0;0.00;5.38;C25;26;122;59
4T;95;0;0.00;6.00;C25;26;122;59
4T;96;5;1.98;5.23;C25;26;122;59
4T;97;4;2.73;5.38;C25;26;122;59
4T;98;0;0.00;4.61;C25;26;122;59
4T;99;0;0.00;4.46;C25;26;122;59
4T;100;5;2.22;5.07;C25;26;122;59
4T;101;3;2.84;5.38;C25;26;122;59
4T;102;0;0.00;5.84;C25;26;122;59
4T;103;5;2.93;5.69;C25;26;122;59
4T;104;0;0.00;3.54;C25;26;122;59
4T;105;4;2.88;4.92;C25;26;122;59
4T;106;4;2.76;5.07;C25;26;122;59
4T;107;0;0.00;5.07;C25;26;122;59
4T;108;0;0.00;5.69;C25;26;122;59
4T;109;0;0.00;4.46;C25;26;122;59
4T;110;5;2.68;4.92;C25;26;122;59
4T;111;0;0.00;4.31;C25;26;122;59
4T;112;0;0.00;3.84;C25;26;122;59
4T;113;2;0.46;4.46;C25;26;122;59
4T;114;5;2.40;4.77;C25;26;122;59
4T;115;0;0.00;5.54;C25;26;122;59
4T;116;0;0.00;4.92;C25;26;122;59
4T;117;0;0.00;5.07;C25;26;122;59
4T;118;5;2.35;4.77;C25;26;122;59
2T;1;2;0.55;5.54;C25;24;78;153
2T;2;2;0.35;4.46;C25;24;78;153
2T;3;1;0.35;5.23;C25;24;78;153
2T;4;0;0.00;5.54;C25;24;78;153
2T;5;5;3.38;4.46;C25;24;78;153
2T;6;4;3.37;5.69;C25;24;78;153
2T;7;0;0.00;5.23;C25;24;78;153
2T;8;5;3.45;5.07;C25;24;78;153
2T;9;0;0.00;4.92;C25;24;78;153
2T;10;0;0.00;5.07;C25;24;78;153
2T;11;0;0.00;5.23;C25;24;78;153
2T;12;2;0.82;4.77;C25;24;78;153
2T;13;0;0.00;5.54;C25;24;78;153
2T;14;0;0.00;5.69;C25;24;78;153
2T;15;0;0.00;4.61;C25;24;78;153
2T;16;3;3.03;4.15;C25;24;78;153
2T;17;0;0.00;4.92;C25;24;78;153
2T;18;0;0.00;5.54;C25;24;78;153
2T;19;0;0.00;4.46;C25;24;78;153
2T;20;5;2.75;4.77;C25;24;78;153
2T;21;0;0.00;5.69;C25;24;78;153
2T;22;0;0.00;4.77;C25;24;78;153
2T;23;0;0.00;5.23;C25;24;78;153
2T;24;1;0.26;5.54;C25;24;78;153
2T;25;0;0.00;4.46;C25;24;78;153
2T;26;5;1.41;4.92;C25;24;78;153
2T;27;2;0.40;4.00;C25;24;78;153
2T;28;5;0.99;4.92;C25;24;78;153
2T;29;3;1.16;4.92;C25;24;78;153
2T;30;5;3.16;4.77;C25;24;78;153
2T;31;0;0.00;4.46;C25;24;78;153
2T;32;4;3.05;5.07;C25;24;78;153
2T;33;2;0.36;4.92;C25;24;78;153
2T;34;0;0.00;5.23;C25;24;78;153
2T;35;0;0.00;5.69;C25;24;78;153
2T;36;2;0.41;4.15;C25;24;78;153
2T;37;0;0.00;4.92;C25;24;78;153
2T;38;0;0.00;4.77;C25;24;78;153
2T;39;0;0.00;4.61;C25;24;78;153
2T;40;0;0.00;4.31;C25;24;78;153
2T;41;1;0.34;4.92;C25;24;78;153
2T;42;2;0.44;4.61;C25;24;78;153
2T;43;5;2.88;5.38;C25;24;78;153
2T;44;0;0.00;3.84;C25;24;78;153
2T;45;0;0.00;5.54;C25;24;78;153
2T;46;0;0.00;4.00;C25;24;78;153
2T;47;0;0.00;4.31;C25;24;78;153
2T;48;5;2.30;4.31;C25;24;78;153
2T;49;0;0.00;4.61;C25;24;78;153
2T;50;4;2.92;5.38;C25;24;78;153
2T;51;0;0.00;4.92;C25;24;78;153
2T;52;0;0.00;4.15;C25;24;78;153
2T;53;0;0.00;5.69;C25;24;78;153
2T;54;5;2.83;5.38;C25;24;78;153
2T;55;4;2.72;5.54;C25;24;78;153
2T;56;0;0.00;5.07;C25;24;78;153
2T;57;0;0.00;4.61;C25;24;78;153
2T;58;3;0.62;4.31;C25;24;78;153
2T;59;4;3.19;6.00;C25;24;78;153
2T;60;0;0.00;3.84;C25;24;78;153
2T;61;3;2.75;4.15;C25;24;78;153
2T;62;5;2.80;4.77;C25;24;78;153
2T;63;0;0.00;4.61;C25;24;78;153
2T;64;5;2.94;4.77;C25;24;78;153
2T;65;0;0.00;5.07;C25;24;78;153
2T;66;0;0.00;4.77;C25;24;78;153
2T;67;0;0.00;4.61;C25;24;78;153
2T;68;0;0.00;4.00;C25;24;78;153
2T;69;0;0.00;5.07;C25;24;78;153
2T;70;0;0.00;4.31;C25;24;78;153
2T;71;0;0.00;4.31;C25;24;78;153
2T;72;5;1.88;5.23;C25;24;78;153
2T;73;0;0.00;5.38;C25;24;78;153
2T;74;5;2.84;4.00;C25;24;78;153
25Q;1;0;0.00;4.92;Q;40;137;0
25Q;2;0;0.00;5.38;Q;40;137;0
25Q;3;0;0.00;3.84;Q;40;137;0
25Q;4;0;0.00;5.54;Q;40;137;0
25Q;5;2;0.43;4.61;Q;40;137;0
25Q;6;0;0.00;5.69;Q;40;137;0
25Q;7;0;0.00;4.77;Q;40;137;0
25Q;8;0;0.00;4.77;Q;40;137;0
25Q;9;5;0.99;5.69;Q;40;137;0
25Q;10;0;0.00;4.61;Q;40;137;0
25Q;11;1;0.32;5.23;Q;40;137;0
25Q;12;0;0.00;4.61;Q;40;137;0
25Q;13;2;0.65;4.77;Q;40;137;0
25Q;14;0;0.00;5.38;Q;40;137;0
25Q;15;0;0.00;4.92;Q;40;137;0
25Q;16;1;0.28;5.23;Q;40;137;0
25Q;17;0;0.00;4.15;Q;40;137;0
25Q;18;0;0.00;4.77;Q;40;137;0
25Q;19;0;0.00;3.38;Q;40;137;0
25Q;20;0;0.00;5.38;Q;40;137;0
25Q;21;0;0.00;5.38;Q;40;137;0
25Q;22;0;0.00;4.92;Q;40;137;0
25Q;23;5;0.87;4.61;Q;40;137;0
25Q;24;1;0.25;4.46;Q;40;137;0
25Q;25;0;0.00;4.92;Q;40;137;0
25Q;26;0;0.00;5.38;Q;40;137;0
25Q;27;0;0.00;4.00;Q;40;137;0
25Q;28;0;0.00;5.54;Q;40;137;0
25Q;29;0;0.00;4.31;Q;40;137;0
25Q;30;0;0.00;4.00;Q;40;137;0
25Q;31;0;0.00;3.08;Q;40;137;0
25Q;32;0;0.00;3.38;Q;40;137;0
25Q;33;0;0.00;5.38;Q;40;137;0
25Q;34;0;0.00;5.54;Q;40;137;0
25Q;35;0;0.00;4.00;Q;40;137;0
25Q;36;0;0.00;3.84;Q;40;137;0
25Q;37;0;0.00;5.07;Q;40;137;0
25Q;38;0;0.00;3.84;Q;40;137;0
25Q;39;0;0.00;3.08;Q;40;137;0
25Q;40;0;0.00;4.31;Q;40;137;0
25Q;41;0;0.00;4.31;Q;40;137;0
25Q;42;0;0.00;5.38;Q;40;137;0
25Q;43;0;0.00;5.38;Q;40;137;0
25Q;44;0;0.00;5.54;Q;40;137;0
25Q;45;0;0.00;4.31;Q;40;137;0
25Q;46;2;0.27;4.15;Q;40;137;0
25Q;47;5;2.81;5.38;Q;40;137;0
25Q;48;0;0.00;4.77;Q;40;137;0
25Q;49;0;0.00;4.61;Q;40;137;0
25Q;50;0;0.00;6.15;Q;40;137;0
25Q;51;0;0.00;3.69;Q;40;137;0
25Q;52;0;0.00;5.23;Q;40;137;0
25Q;53;0;0.00;5.23;Q;40;137;0
25Q;54;0;0.00;5.07;Q;40;137;0
25Q;55;5;2.83;4.61;Q;40;137;0
25Q;56;0;0.00;5.07;Q;40;137;0
25Q;57;5;1.59;4.61;Q;40;137;0
25Q;58;0;0.00;5.38;Q;40;137;0
25Q;59;0;0.00;5.54;Q;40;137;0
25Q;60;5;2.54;5.38;Q;40;137;0
25Q;61;0;0.00;5.69;Q;40;137;0
25Q;62;0;0.00;4.61;Q;40;137;0
25Q;63;5;2.90;4.92;Q;40;137;0
25Q;64;0;0.00;5.38;Q;40;137;0
25Q;65;0;0.00;4.61;Q;40;137;0
25Q;66;5;1.88;5.38;Q;40;137;0
25Q;67;0;0.00;4.92;Q;40;137;0
25Q;68;2;0.52;4.61;Q;40;137;0
25Q;69;0;0.00;5.38;Q;40;137;0
25Q;70;0;0.00;4.61;Q;40;137;0
25Q;71;0;0.00;5.54;Q;40;137;0
25Q;72;5;1.19;5.69;Q;40;137;0
25Q;73;5;1.52;5.38;Q;40;137;0
25Q;74;0;0.00;5.38;Q;40;137;0
25Q;75;0;0.00;4.61;Q;40;137;0
25Q;76;5;1.75;4.77;Q;40;137;0
25Q;77;0;0.00;6.15;Q;40;137;0
25Q;78;0;0.00;4.92;Q;40;137;0
25Q;79;0;0.00;5.38;Q;40;137;0
25Q;80;0;0.00;5.69;Q;40;137;0
25Q;81;5;1.23;5.07;Q;40;137;0
25Q;82;0;0.00;4.61;Q;40;137;0
25Q;83;0;0.00;5.38;Q;40;137;0
25Q;84;0;0.00;4.77;Q;40;137;0
25Q;85;5;1.15;6.15;Q;40;137;0
25Q;86;0;0.00;4.77;Q;40;137;0
25Q;87;0;0.00;4.00;Q;40;137;0
25Q;88;0;0.00;4.61;Q;40;137;0
25Q;89;0;0.00;3.38;Q;40;137;0
25Q;90;0;0.00;5.38;Q;40;137;0
25Q;91;0;0.00;4.61;Q;40;137;0
25Q;92;0;0.00;4.61;Q;40;137;0
25Q;93;0;0.00;3.54;Q;40;137;0
25Q;94;0;0.00;3.84;Q;40;137;0
25Q;95;4;3.10;5.54;Q;40;137;0
25Q;96;0;0.00;4.00;Q;40;137;0
25Q;97;0;0.00;5.54;Q;40;137;0
25Q;98;0;0.00;4.77;Q;40;137;0
25Q;99;0;0.00;3.08;Q;40;137;0
25Q;100;0;0.00;5.69;Q;40;137;0
25Q;101;2;0.64;4.15;Q;40;137;0
25Q;102;1;0.36;5.38;Q;40;137;0
25Q;103;0;0.00;4.15;Q;40;137;0
25Q;104;0;0.00;4.31;Q;40;137;0
25Q;105;0;0.00;5.38;Q;40;137;0
25Q;106;0;0.00;4.77;Q;40;137;0
25Q;107;0;0.00;4.92;Q;40;137;0
25Q;108;5;1.27;4.61;Q;40;137;0
25Q;109;0;0.00;5.54;Q;40;137;0
25Q;110;0;0.00;4.15;Q;40;137;0
25Q;111;0;0.00;5.69;Q;40;137;0
25Q;112;5;1.32;5.54;Q;40;137;0
25Q;113;0;0.00;4.92;Q;40;137;0
25Q;114;0;0.00;4.77;Q;40;137;0
25Q;115;5;2.75;4.77;Q;40;137;0
25Q;116;0;0.00;5.23;Q;40;137;0
25Q;117;0;0.00;5.38;Q;40;137;0
25Q;118;0;0.00;4.61;Q;40;137;0
25Q;119;0;0.00;5.38;Q;40;137;0
25Q;120;0;0.00;4.92;Q;40;137;0
25Q;121;0;0.00;5.54;Q;40;137;0
25Q;122;0;0.00;4.15;Q;40;137;0
25Q;123;0;0.00;3.84;Q;40;137;0
25Q;124;0;0.00;4.31;Q;40;137;0
25Q;125;0;0.00;5.23;Q;40;137;0
25Q;126;0;0.00;5.38;Q;40;137;0
25Q;127;0;0.00;4.15;Q;40;137;0
25Q;128;2;0.33;5.23;Q;40;137;0
25Q;129;0;0.00;3.84;Q;40;137;0
25Q;130;5;1.40;5.23;Q;40;137;0
25Q;131;0;0.00;4.92;Q;40;137;0
25Q;132;0;0.00;4.92;Q;40;137;0
25Q;133;5;0.94;4.77;Q;40;137;0
28Q;1;5;3.00;5.38;Q;27;78;0
28Q;2;2;0.57;4.92;Q;27;78;0
28Q;3;1;0.38;5.84;Q;27;78;0
28Q;4;1;0.29;5.54;Q;27;78;0
28Q;5;4;2.89;4.92;Q;27;78;0
28Q;6;5;2.59;5.84;Q;27;78;0
28Q;7;5;3.08;6.00;Q;27;78;0
28Q;8;2;1.11;5.54;Q;27;78;0
28Q;9;2;0.54;5.07;Q;27;78;0
28Q;10;5;3.28;5.23;Q;27;78;0
28Q;11;5;1.55;5.38;Q;27;78;0
28Q;12;5;1.28;4.00;Q;27;78;0
28Q;13;2;1.07;5.38;Q;27;78;0
28Q;14;5;2.44;4.77;Q;27;78;0
28Q;15;5;1.39;5.23;Q;27;78;0
28Q;16;4;3.18;5.23;Q;27;78;0
28Q;17;5;2.11;5.07;Q;27;78;0
28Q;18;2;0.40;4.46;Q;27;78;0
28Q;19;1;0.34;5.38;Q;27;78;0
28Q;20;0;0.00;5.69;Q;27;78;0
28Q;21;5;2.03;5.07;Q;27;78;0
28Q;22;5;1.56;5.69;Q;27;78;0
28Q;23;2;0.31;4.92;Q;27;78;0
28Q;24;2;0.37;5.69;Q;27;78;0
28Q;25;5;2.59;5.23;Q;27;78;0
28Q;26;5;2.72;4.15;Q;27;78;0
28Q;27;0;0.00;5.38;Q;27;78;0
28Q;28;5;1.48;5.07;Q;27;78;0
28Q;29;0;0.00;3.54;Q;27;78;0
28Q;30;5;2.74;5.38;Q;27;78;0
28Q;31;5;1.82;4.77;Q;27;78;0
28Q;32;0;0.00;3.84;Q;27;78;0
28Q;33;5;2.31;4.61;Q;27;78;0
28Q;34;2;0.69;4.61;Q;27;78;0
28Q;35;0;0.00;3.08;Q;27;78;0
28Q;36;5;1.93;5.54;Q;27;78;0
28Q;37;5;0.87;4.15;Q;27;78;0
28Q;38;0;0.00;5.38;Q;27;78;0
28Q;39;0;0.00;5.07;Q;27;78;0
28Q;40;2;0.32;5.23;Q;27;78;0
28Q;41;5;2.38;4.31;Q;27;78;0
28Q;42;5;2.50;4.77;Q;27;78;0
28Q;43;0;0.00;5.38;Q;27;78;0
28Q;44;0;0.00;4.61;Q;27;78;0
28Q;45;1;0.32;5.54;Q;27;78;0
28Q;46;0;0.00;5.38;Q;27;78;0
28Q;47;5;2.15;5.38;Q;27;78;0
28Q;48;0;0.00;4.61;Q;27;78;0
28Q;49;5;2.77;4.77;Q;27;78;0
28Q;50;5;1.52;3.84;Q;27;78;0
28Q;51;5;2.89;6.15;Q;27;78;0
28Q;52;5;1.15;4.92;Q;27;78;0
28Q;53;5;0.97;4.92;Q;27;78;0
28Q;54;0;0.00;4.61;Q;27;78;0
28Q;55;5;2.66;4.46;Q;27;78;0
28Q;56;0;0.00;4.00;Q;27;78;0
28Q;57;2;0.51;5.54;Q;27;78;0
28Q;58;0;0.00;5.23;Q;27;78;0
28Q;59;1;0.36;4.61;Q;27;78;0
28Q;60;1;0.40;4.77;Q;27;78;0
28Q;61;5;2.97;5.07;Q;27;78;0
28Q;62;5;3.08;5.38;Q;27;78;0
28Q;63;5;2.79;5.38;Q;27;78;0
28Q;64;0;0.00;3.08;Q;27;78;0
28Q;65;0;0.00;4.15;Q;27;78;0
28Q;66;2;0.48;5.23;Q;27;78;0
28Q;67;5;2.74;4.00;Q;27;78;0
28Q;68;1;0.35;4.77;Q;27;78;0
28Q;69;0;0.00;3.08;Q;27;78;0
28Q;70;0;0.00;5.54;Q;27;78;0
28Q;71;0;0.00;5.23;Q;27;78;0
28Q;72;2;0.51;4.31;Q;27;78;0
28Q;73;0;0.00;4.00;Q;27;78;0
28Q;74;5;3.04;5.07;Q;27;78;0
1T;1;0;0.00;5.38;C25;29;102;117
1T;2;0;0.00;4.00;C25;29;102;117
1T;3;0;0.00;5.07;C25;29;102;117
1T;4;0;0.00;4.61;C25;29;102;117
1T;6;0;0.00;5.54;C25;29;102;117
1T;7;0;0.00;3.84;C25;29;102;117
1T;8;0;0.00;5.54;C25;29;102;117
1T;9;0;0.00;3.84;C25;29;102;117
1T;11;0;0.00;6.15;C25;29;102;117
1T;12;0;0.00;5.69;C25;29;102;117
1T;15;0;0.00;4.92;C25;29;102;117
1T;18;0;0.00;5.54;C25;29;102;117
1T;19;0;0.00;5.38;C25;29;102;117
1T;21;0;0.00;3.84;C25;29;102;117
1T;24;0;0.00;6.00;C25;29;102;117
1T;27;0;0.00;3.84;C25;29;102;117
1T;30;0;0.00;3.69;C25;29;102;117
1T;32;0;0.00;5.38;C25;29;102;117
1T;33;0;0.00;4.31;C25;29;102;117
1T;34;0;0.00;5.84;C25;29;102;117
1T;35;0;0.00;4.46;C25;29;102;117
1T;41;0;0.00;4.00;C25;29;102;117
1T;45;0;0.00;5.23;C25;29;102;117
1T;46;0;0.00;4.61;C25;29;102;117
1T;50;0;0.00;5.38;C25;29;102;117
1T;51;0;0.00;5.54;C25;29;102;117
1T;53;0;0.00;5.69;C25;29;102;117
1T;54;0;0.00;5.38;C25;29;102;117
1T;55;0;0.00;5.54;C25;29;102;117
1T;56;0;0.00;5.07;C25;29;102;117
1T;58;0;0.00;5.84;C25;29;102;117
1T;60;0;0.00;4.61;C25;29;102;117
1T;61;0;0.00;6.00;C25;29;102;117
1T;62;0;0.00;4.77;C25;29;102;117
1T;64;0;0.00;5.38;C25;29;102;117
1T;66;0;0.00;4.92;C25;29;102;117
1T;68;0;0.00;4.31;C25;29;102;117
1T;69;0;0.00;4.92;C25;29;102;117
1T;70;0;0.00;4.00;C25;29;102;117
1T;73;0;0.00;4.77;C25;29;102;117
1T;75;0;0.00;3.84;C25;29;102;117
1T;76;0;0.00;3.84;C25;29;102;117
1T;79;0;0.00;5.23;C25;29;102;117
1T;80;0;0.00;4.61;C25;29;102;117
1T;82;0;0.00;4.61;C25;29;102;117
1T;86;0;0.00;3.54;C25;29;102;117
1T;87;0;0.00;5.38;C25;29;102;117
1T;88;0;0.00;5.69;C25;29;102;117
1T;90;0;0.00;4.15;C25;29;102;117
1T;94;0;0.00;5.54;C25;29;102;117
1T;96;0;0.00;5.54;C25;29;102;117
1T;97;0;0.00;4.92;C25;29;102;117
1T;98;0;0.00;5.38;C25;29;102;117
26Q;3;0;0.00;5.84;Q;24;66;0
26Q;5;0;0.00;5.38;Q;24;66;0
26Q;6;0;0.00;5.69;Q;24;66;0
