"","colony","species","treatment","activated"
"2291","L4","L. lasioides","3-meC33",1
"2292","L4","L. lasioides","3-meC33",0
"2293","L4","L. lasioides","3-meC33",0
"2294","L4","L. lasioides","3-meC33",0
"2295","L4","L. lasioides","3-meC33",0
"2296","L4","L. lasioides","3-meC33",0
"2297","L4","L. lasioides","3-meC33",0
"2298","L4","L. lasioides","3-meC33",0
"2299","L4","L. lasioides","3-meC33",0
"2300","L4","L. lasioides","3-meC33",0
"2301","L4","L. lasioides","3-meC33",0
"2302","L4","L. lasioides","3-meC33",0
"2303","L4","L. lasioides","3-meC33",0
"2304","L4","L. lasioides","3-meC33",1
"2305","L4","L. lasioides","3-meC25",0
"2306","L4","L. lasioides","3-meC25",0
"2307","L4","L. lasioides","3-meC25",0
"2308","L4","L. lasioides","3-meC25",1
"2309","L4","L. lasioides","3-meC25",0
"2310","L4","L. lasioides","3-meC25",0
"2311","L4","L. lasioides","3-meC25",0
"2312","L4","L. lasioides","3-meC25",0
"2313","L4","L. lasioides","3-meC25",0
"2314","L4","L. lasioides","3-meC25",1
"2315","L4","L. lasioides","3-meC25",0
"2316","L4","L. lasioides","3-meC25",0
"2317","L4","L. lasioides","3-meC25",1
"2318","L4","L. lasioides","3-meC25",0
"2319","L4","L. lasioides","3-meC25",0
"2320","L4","L. lasioides","3-meC25",0
"2321","L4","L. lasioides","3-meC25",0
"2322","L4","L. lasioides","3-meC25",1
"2323","L4","L. lasioides","3-meC25",0
"2324","L4","L. lasioides","3-meC25",0
"2325","L4","L. lasioides","3-meC25",0
"2326","L4","L. lasioides","Hexane",0
"2327","L4","L. lasioides","Hexane",0
"2328","L4","L. lasioides","Hexane",1
"2329","L4","L. lasioides","Hexane",1
"2330","L4","L. lasioides","Hexane",1
"2331","L4","L. lasioides","Hexane",1
"2332","L4","L. lasioides","Hexane",0
"2333","L4","L. lasioides","Hexane",0
"2334","L4","L. lasioides","Hexane",0
"2335","L4","L. lasioides","Hexane",1
"2336","L4","L. lasioides","3-meC31",1
"2337","L4","L. lasioides","3-meC31",1
"2338","L4","L. lasioides","3-meC31",0
"2339","L4","L. lasioides","3-meC31",1
"2340","L4","L. lasioides","3-meC31",1
"2341","L4","L. lasioides","3-meC31",0
"2342","L4","L. lasioides","3-meC31",0
"2343","L4","L. lasioides","3-meC31",0
"2344","L4","L. lasioides","3-meC31",1
"2345","L4","L. lasioides","3-meC31",1
"2346","L4","L. lasioides","3-meC31",0
"2347","L4","L. lasioides","3-meC31",1
"2348","L4","L. lasioides","3-meC31",0
"2349","L4","L. lasioides","3-meC31",0
"2350","L4","L. lasioides","3-meC31",0
"2351","L4","L. lasioides","3-meC31",0
"2352","L4","L. lasioides","3-meC31",0
"2353","L4","L. lasioides","3-meC31",1
"2354","L4","L. lasioides","3-meC31",0
"2355","L4","L. lasioides","3-meC31",0
"2356","L4","L. lasioides","C31",1
"2357","L4","L. lasioides","C31",1
"2358","L4","L. lasioides","C31",1
"2359","L4","L. lasioides","C31",0
"2360","L4","L. lasioides","C31",0
"2361","L4","L. lasioides","C31",1
"2362","L4","L. lasioides","C31",0
"2363","L4","L. lasioides","C31",0
"2364","L4","L. lasioides","C31",0
"2365","L4","L. lasioides","C31",1
"2366","L4","L. lasioides","C31",0
"2367","L4","L. lasioides","C31",1
"2368","L4","L. lasioides","C31",0
"2369","L4","L. lasioides","C31",0
"2370","L4","L. lasioides","C31",0
"2371","L4","L. lasioides","C31",0
"2372","L4","L. lasioides","C31",0
"2373","L4","L. lasioides","C31",0
"2374","L4","L. lasioides","C31",0
"2375","L4","L. lasioides","C31",0
"2376","L5","L. lasioides","3-meC35",0
"2377","L5","L. lasioides","3-meC35",0
"2378","L5","L. lasioides","3-meC35",0
"2379","L5","L. lasioides","3-meC35",0
"2380","L5","L. lasioides","3-meC35",1
"2381","L5","L. lasioides","3-meC35",0
"2382","L5","L. lasioides","3-meC35",1
"2383","L5","L. lasioides","3-meC35",1
"2384","L5","L. lasioides","3-meC35",0
"2385","L5","L. lasioides","3-meC35",0
"2386","L5","L. lasioides","3-meC35",0
"2387","L5","L. lasioides","3-meC35",0
"2388","L5","L. lasioides","3-meC35",0
"2389","L5","L. lasioides","3-meC35",0
"2390","L5","L. lasioides","3-meC35",1
"2391","L5","L. lasioides","3-meC35",1
"2392","L5","L. lasioides","3-meC35",1
"2393","L5","L. lasioides","3-meC35",1
"2394","L5","L. lasioides","3-meC35",0
"2395","L5","L. lasioides","3-meC35",1
"2396","L5","L. lasioides","3-meC35",1
"2397","L5","L. lasioides","3-meC35",0
"2398","L5","L. lasioides","3-meC35",0
"2399","L5","L. lasioides","3-meC35",0
"2400","L5","L. lasioides","3-meC35",0
"2401","L5","L. lasioides","3-meC35",1
"2402","L5","L. lasioides","3-meC35",0
"2403","L5","L. lasioides","3-meC35",1
"2404","L5","L. lasioides","3-meC35",0
"2405","L5","L. lasioides","3-meC35",1
"2406","L5","L. lasioides","3-meC35",0
"2407","L5","L. lasioides","3-meC35",0
"2408","L5","L. lasioides","3-meC35",0
"2409","L5","L. lasioides","3-meC35",1
"2410","L5","L. lasioides","3-meC35",1
"2411","L5","L. lasioides","3-meC35",1
"2412","L5","L. lasioides","3-meC35",0
"2413","L5","L. lasioides","3-meC35",0
"2414","L5","L. lasioides","3-meC35",1
"2415","L5","L. lasioides","3-meC35",0
"2416","L5","L. lasioides","3-meC35",0
"2417","L5","L. lasioides","3-meC35",1
"2418","L5","L. lasioides","3-meC35",0
"2419","L5","L. lasioides","3-meC35",0
"2420","L5","L. lasioides","3-meC33",1
"2421","L5","L. lasioides","3-meC33",1
"2422","L5","L. lasioides","3-meC33",1
"2423","L5","L. lasioides","3-meC33",1
"2424","L5","L. lasioides","3-meC33",1
"2425","L5","L. lasioides","3-meC33",1
"2426","L5","L. lasioides","3-meC33",0
"2427","L5","L. lasioides","3-meC33",1
"2428","L5","L. lasioides","3-meC33",1
"2429","L5","L. lasioides","3-meC33",0
"2430","L5","L. lasioides","3-meC33",0
"2431","L5","L. lasioides","3-meC33",1
"2432","L5","L. lasioides","3-meC33",0
"2433","L5","L. lasioides","3-meC33",0
"2434","L5","L. lasioides","3-meC33",0
"2435","L5","L. lasioides","3-meC33",0
"2436","L5","L. lasioides","3-meC33",1
"2437","L5","L. lasioides","3-meC33",0
"2438","L5","L. lasioides","3-meC33",0
"2439","L5","L. lasioides","3-meC33",0
"2440","L5","L. lasioides","3-meC33",1
"2441","L5","L. lasioides","3-meC33",0
"2442","L5","L. lasioides","3-meC33",1
"2443","L5","L. lasioides","3-meC33",1
"2444","L5","L. lasioides","3-meC33",0
"2445","L5","L. lasioides","3-meC33",1
"2446","L5","L. lasioides","3-meC33",0
"2447","L5","L. lasioides","3-meC33",1
"2448","L5","L. lasioides","3-meC33",1
"2449","L5","L. lasioides","3-meC33",1
"2450","L5","L. lasioides","3-meC33",0
"2451","L5","L. lasioides","3-meC33",0
"2452","L5","L. lasioides","3-meC33",0
"2453","L5","L. lasioides","3-meC33",0
"2454","L5","L. lasioides","3-meC33",0
"2455","L5","L. lasioides","3-meC33",0
"2456","L5","L. lasioides","3-meC33",0
"2457","L5","L. lasioides","3-meC31",0
"2458","L5","L. lasioides","3-meC31",1
"2459","L5","L. lasioides","3-meC31",0
"2460","L5","L. lasioides","3-meC31",1
"2461","L5","L. lasioides","3-meC31",1
"2462","L5","L. lasioides","3-meC31",0
"2463","L5","L. lasioides","3-meC31",1
"2464","L5","L. lasioides","3-meC31",1
"2465","L5","L. lasioides","3-meC31",1
"2466","L5","L. lasioides","3-meC31",0
"2467","L5","L. lasioides","3-meC31",0
"2468","L5","L. lasioides","3-meC31",0
"2469","L5","L. lasioides","3-meC31",0
"2470","L5","L. lasioides","3-meC31",1
"2471","L5","L. lasioides","3-meC31",0
"2472","L5","L. lasioides","3-meC31",0
"2473","L5","L. lasioides","3-meC31",1
"2474","L5","L. lasioides","3-meC31",0
"2475","L5","L. lasioides","3-meC31",0
"2476","L5","L. lasioides","3-meC31",0
"2477","L5","L. lasioides","3-meC31",1
"2478","L5","L. lasioides","3-meC31",0
"2479","L5","L. lasioides","3-meC31",0
"2480","L5","L. lasioides","3-meC31",0
"2481","L5","L. lasioides","3-meC31",0
"2482","L5","L. lasioides","3-meC31",0
"2483","L5","L. lasioides","3-meC31",0
"2484","L5","L. lasioides","3-meC31",0
"2485","L5","L. lasioides","3-meC31",0
"2486","L5","L. lasioides","3-meC31",0
"2487","L5","L. lasioides","3-meC31",0
"2488","L5","L. lasioides","3-meC31",0
"2489","L5","L. lasioides","3-meC31",0
"2490","L5","L. lasioides","3-meC31",0
"2491","L5","L. lasioides","3-meC31",1
"2492","L5","L. lasioides","3-meC31",0
"2493","L5","L. lasioides","3-meC31",0
"2494","L5","L. lasioides","3-meC31",0
"2495","L5","L. lasioides","3-meC31",0
"2496","L5","L. lasioides","3-meC31",0
"2497","L5","L. lasioides","3-meC31",0
"2498","L5","L. lasioides","3-meC31",0
"2499","L5","L. lasioides","3-meC25",0
"2500","L5","L. lasioides","3-meC25",1
"2501","L5","L. lasioides","3-meC25",0
"2502","L5","L. lasioides","3-meC25",0
"2503","L5","L. lasioides","3-meC25",0
"2504","L5","L. lasioides","3-meC25",0
"2505","L5","L. lasioides","3-meC25",0
"2506","L5","L. lasioides","3-meC25",0
"2507","L5","L. lasioides","3-meC25",0
"2508","L5","L. lasioides","3-meC25",0
"2509","L5","L. lasioides","3-meC25",0
"2510","L5","L. lasioides","3-meC25",0
"2511","L5","L. lasioides","3-meC25",1
"2512","L5","L. lasioides","3-meC25",1
"2513","L5","L. lasioides","3-meC25",1
"2514","L5","L. lasioides","3-meC25",1
"2515","L5","L. lasioides","3-meC25",0
"2516","L5","L. lasioides","3-meC25",0
"2517","L5","L. lasioides","3-meC25",1
"2518","L5","L. lasioides","3-meC25",0
"2519","L5","L. lasioides","3-meC25",0
"2520","L5","L. lasioides","3-meC25",0
"2521","L5","L. lasioides","3-meC25",0
"2522","L5","L. lasioides","3-meC25",0
"2523","L5","L. lasioides","3-meC25",0
"2524","L5","L. lasioides","3-meC25",0
"2525","L5","L. lasioides","3-meC25",0
"2526","L5","L. lasioides","3-meC25",0
"2527","L5","L. lasioides","3-meC25",0
"2528","L5","L. lasioides","3-meC25",0
"2529","L5","L. lasioides","3-meC25",0
"2530","L5","L. lasioides","3-meC25",0
"2531","L5","L. lasioides","3-meC25",0
"2532","L5","L. lasioides","3-meC25",0
"2533","L5","L. lasioides","3-meC25",0
"2534","L5","L. lasioides","3-meC25",0
"2535","L5","L. lasioides","3-meC25",0
"2536","L5","L. lasioides","3-meC25",0
"2537","L5","L. lasioides","3-meC25",0
"2538","L5","L. lasioides","3-meC25",0
"2539","L5","L. lasioides","3-meC25",0
"2540","L5","L. lasioides","3-meC25",0
"2541","L5","L. lasioides","3-meC25",0
"2542","L5","L. lasioides","3-meC25",0
"2543","L5","L. lasioides","3-meC25",0
"2544","L5","L. lasioides","3-meC25",1
"2545","L5","L. lasioides","3-meC25",0
"2546","L5","L. lasioides","3-meC25",0
"2547","L5","L. lasioides","3-meC25",0
"2548","L5","L. lasioides","3-meC25",0
"2549","L5","L. lasioides","3-meC25",0
"2550","L5","L. lasioides","3-meC25",0
"2551","L5","L. lasioides","3-meC25",1
"2552","L5","L. lasioides","3-meC25",0
"2553","L5","L. lasioides","C31",0
"2554","L5","L. lasioides","C31",1
"2555","L5","L. lasioides","C31",1
"2556","L5","L. lasioides","C31",1
"2557","L5","L. lasioides","C31",1
"2558","L5","L. lasioides","C31",0
"2559","L5","L. lasioides","C31",1
"2560","L5","L. lasioides","C31",1
"2561","L5","L. lasioides","C31",0
"2562","L5","L. lasioides","C31",1
"2563","L5","L. lasioides","C31",1
"2564","L5","L. lasioides","C31",1
"2565","L5","L. lasioides","C31",0
"2566","L5","L. lasioides","C31",0
"2567","L5","L. lasioides","C31",0
"2568","L5","L. lasioides","C31",1
"2569","L5","L. lasioides","C31",1
"2570","L5","L. lasioides","C31",1
"2571","L5","L. lasioides","C31",1
"2572","L5","L. lasioides","C31",0
"2573","L5","L. lasioides","C31",0
"2574","L5","L. lasioides","C31",0
"2575","L5","L. lasioides","C31",0
"2576","L5","L. lasioides","C31",1
"2577","L5","L. lasioides","C31",1
"2578","L5","L. lasioides","C31",0
"2579","L5","L. lasioides","C31",0
"2580","L5","L. lasioides","C31",0
"2581","L5","L. lasioides","C31",0
"2582","L5","L. lasioides","C31",1
"2583","L5","L. lasioides","C31",0
"2584","L5","L. lasioides","C31",0
"2585","L5","L. lasioides","C31",0
"2586","L5","L. lasioides","C31",0
"2587","L5","L. lasioides","C31",0
"2588","L5","L. lasioides","C31",0
"2589","L5","L. lasioides","C31",1
"2590","L5","L. lasioides","C31",1
"2591","L5","L. lasioides","C31",0
"2592","L5","L. lasioides","C31",0
"2593","L5","L. lasioides","C31",0
"2594","L5","L. lasioides","C31",0
"2595","L5","L. lasioides","C31",0
"2596","L5","L. lasioides","C31",0
"2597","L5","L. lasioides","C31",0
"2598","L5","L. lasioides","C31",0
"2599","L5","L. lasioides","C31",0
"2600","L5","L. lasioides","C31",0
"2601","L5","L. lasioides","Hexane",0
"2602","L5","L. lasioides","Hexane",1
"2603","L5","L. lasioides","Hexane",1
"2604","L5","L. lasioides","Hexane",1
"2605","L5","L. lasioides","Hexane",1
"2606","L5","L. lasioides","Hexane",0
"2607","L5","L. lasioides","Hexane",0
"2608","L5","L. lasioides","Hexane",1
"2609","L5","L. lasioides","Hexane",0
"2610","L5","L. lasioides","Hexane",0
"2611","L5","L. lasioides","Hexane",0
"2612","L5","L. lasioides","Hexane",1
"2613","L5","L. lasioides","Hexane",1
"2614","L5","L. lasioides","Hexane",1
"2615","L5","L. lasioides","Hexane",1
"2616","L5","L. lasioides","Hexane",1
"2617","L5","L. lasioides","Hexane",1
"2618","L5","L. lasioides","Hexane",1
"2619","L5","L. lasioides","Hexane",1
"2620","L5","L. lasioides","Hexane",0
"2621","L5","L. lasioides","Hexane",1
"2622","L5","L. lasioides","Hexane",1
"2623","L5","L. lasioides","Hexane",1
"2624","L5","L. lasioides","Hexane",0
"2625","L5","L. lasioides","Hexane",0
"2626","L5","L. lasioides","Hexane",0
"2627","L5","L. lasioides","Hexane",0
"2628","L5","L. lasioides","Hexane",0
"2629","L5","L. lasioides","Hexane",0
"2630","L5","L. lasioides","Hexane",0
"2631","L5","L. lasioides","Hexane",0
"2632","L5","L. lasioides","Hexane",1
"2633","L5","L. lasioides","Hexane",1
"2634","L5","L. lasioides","Hexane",0
"2635","L5","L. lasioides","Hexane",1
"2636","L5","L. lasioides","Hexane",0
"2637","L5","L. lasioides","Hexane",1
"2638","L5","L. lasioides","Hexane",0
